0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,Name
-29.182025129693454,14.791864742438152,19.321645306875148,3.9536132050665005,20.30600478961504,-13.289099621731934,7.87236032801045,-6.5495820445475665,-6.62073939832091,5.599807792013507,-18.006163002686776,7.264357397823586,1.4920866369497674,-10.672121480521744,4.11972330615966,-9.863778078312855,-8.531947449557824,-1.142993997488576,-2.237708005129977,-2.6109102932232395,-0.6405242462281218,0.8677516301704928,K1.wav
-29.57394435016885,14.466341485041534,19.61289522946746,5.66965958983845,22.192274847147125,-16.459859712127937,3.878136708484928,-5.146160297111646,-3.1546301179800094,9.121620549104101,-19.58350616766053,6.2895901291707546,-3.79729454339067,-14.12481480047469,-2.5683864415854476,-8.969978561973647,-4.659537626241457,-1.5909926808543284,-2.4681999429770496,-2.348745097661054,-1.038393992960764,0.7457868392252108,K1.wav
-29.179357575176855,15.021722625735238,19.15516283450995,4.849133013168875,22.511158322964572,-14.54971736946773,8.498155842365437,-2.0957186918809056,-3.0348616566261724,11.476004164532327,-15.640839630545653,10.99421035730181,-0.8637578381582613,-14.456667643668553,0.8141759639761499,-9.190362590355122,-5.52554412750666,-2.292174444243954,-2.0220729148084526,-1.7717499404651385,-0.5890121104772219,0.5852145273807889,K1.wav
-29.342913401262756,14.318080708560624,18.71677023203918,2.7402354184645414,20.912380420037206,-13.139430668604048,11.402872478336745,-0.9101620471014565,-2.5367986473395003,9.451892134105092,-20.130248399063987,5.672815843674178,-2.182996655065379,-11.53204089278211,0.7399588828025673,-9.48218916079739,-7.605788007515458,-1.3427064466378806,-2.0448894981429104,-1.272364451167158,0.05887660522992901,1.02041826097852,K1.wav
-29.685397044803818,14.95334101118671,19.363655534310308,4.423276148456794,22.582538331038773,-13.590588245815583,9.235151109876771,-4.559480696366386,-8.634319596633224,7.923143121053782,-19.206699870329196,10.402958304624399,0.14387536152084238,-17.193691637096663,1.7061100183309295,-7.6691047889971395,-6.91339175200753,0.30513905486526455,-1.9237544750275717,-1.8490555765874683,-0.705993865804183,0.44408897055665236,K1.wav
-29.122856863848167,15.69358027702144,19.810801771568812,2.543969854404296,21.287236687271964,-15.554673791141742,9.335131882742447,-3.192410362110091,-6.407342130661654,7.348063454893452,-16.89618644496362,11.340085075018404,-3.9938662971579015,-17.95645322815439,0.6340686321140119,-10.533776320924039,-7.287715612596641,-1.4612439754885345,-1.7449300271992305,-1.8931624337995654,-0.9040409718614685,0.07342834477474532,K1.wav
-25.216200263567256,13.624607214693047,8.496998085460897,6.341145254440798,20.353533270965983,-1.2738063360563057,13.830580951432433,-18.09921248327067,0.14500285752513517,10.372079613984493,-11.201899491906271,17.029658337657093,-9.59894367663466,-16.9064980425254,1.0194003816310457,-5.219869220626816,0.29379027276149877,-3.136780680846279,-2.368847627614395,-1.6743192571964038,-2.9507569275095333,1.4395295964898327,K1.wav
-25.315504236686394,18.195979902326705,16.411170447070507,5.451455630673406,10.373242450548064,-17.725386752833227,3.1079690296888667,-18.466817744680768,9.367254819761982,17.922140692449247,-12.593304834106412,19.794340743599932,-12.955840152875098,-16.179228749538694,8.573619093539863,-10.743166299683782,-5.411786790134643,-2.1401810422299006,-0.9213844264953134,1.7423036734970974,-3.1445505333964032,0.7799957138581575,K1.wav
-17.948760272692052,27.585104206958135,3.420426415722256,-7.279958814276335,-5.4192411517821455,-34.773287373390566,-13.96610572476677,-22.388452331263625,19.825221676283146,28.831484066138092,1.3382701295819934,29.95210073479536,-29.79707121635977,-32.10201811270095,13.73559808399838,-4.950908392629316,-9.74688271688508,-5.260959361259677,-0.42313883688606807,0.4805639998994789,-6.105950633698725,0.4157855280442249,K1.wav
-21.054163055238103,26.355848747437786,12.016063414478484,-8.819763784249417,-0.36129004704892653,-22.88752625368807,-6.417932162711469,-27.258701135489822,0.11588349938435522,18.386688113857385,-6.989138720581496,23.256553930464403,-14.212392110706046,-21.51525588096101,9.487866464813248,-6.999674406039457,-2.192337300723949,-3.2736267018834244,-2.623595384069748,0.986592060125975,-2.7423023403360096,0.10453436343809708,K1.wav
